Mach, Beta, AOA, Lift, Drag, Moment, L/D, CL, CD
1.000000, 0.000000, 11.000000, 5337615.826829, 1286084.402413, 1886.865470, 4.150284, 1.904617, 0.458912
1.050000, 0.000000, -2.000000, -119375.883510, 459042.822243, 26605.393827, -0.260054, -0.038637, 0.148571
1.050000, 0.000000, -1.000000, 393694.115356, 439837.023108, 21294.083981, 0.895091, 0.127421, 0.142355
1.050000, 0.000000, 0.000000, 894583.970045, 436775.368821, 15845.932905, 2.048156, 0.289536, 0.141364
1.050000, 0.000000, 1.000000, 1423345.617759, 453226.312805, 9114.667093, 3.140474, 0.460672, 0.146689
1.050000, 0.000000, 2.000000, 1935358.725071, 486012.549952, 3920.857591, 3.982117, 0.626388, 0.157300
1.050000, 0.000000, 3.000000, 2425313.712291, 526701.603590, 1109.766683, 4.604721, 0.784964, 0.170469
1.050000, 0.000000, 5.000000, 3332602.407973, 669272.841120, -7961.642890, 4.979438, 1.078612, 0.216613
1.050000, 0.000000, 7.000000, 4177193.336323, 869146.961472, -6162.653898, 4.806084, 1.351968, 0.281303
1.050000, 0.000000, 9.000000, 5084766.390651, 1114733.909147, 2145.239073, 4.561417, 1.645708, 0.360789
1.050000, 0.000000, 11.000000, 5941995.790806, 1421887.167967, 3298.776755, 4.178950, 1.923154, 0.460200
1.300000, 0.000000, -2.000000, -776889.839928, 645890.241715, -46154.595053, -1.202820, -0.164034, 0.136374
1.300000, 0.000000, -1.000000, -101981.256984, 614665.350540, -43380.073728, -0.165913, -0.021532, 0.129781
1.300000, 0.000000, 0.000000, 492482.698165, 609206.424935, -44308.328483, 0.808400, 0.103984, 0.128629
1.300000, 0.000000, 1.000000, 1126157.118045, 623543.474449, -43212.655675, 1.806060, 0.237778, 0.131656
1.300000, 0.000000, 2.000000, 1762037.589408, 655900.962099, -33645.857211, 2.686438, 0.372039, 0.138488
1.300000, 0.000000, 3.000000, 2409302.025634, 710620.227534, -21688.347321, 3.390421, 0.508704, 0.150041
1.300000, 0.000000, 5.000000, 3633037.331430, 875284.124580, -3421.018276, 4.150695, 0.767085, 0.184809
1.300000, 0.000000, 7.000000, 4995147.826028, 1143446.377862, 8548.101133, 4.368502, 1.054683, 0.241429
1.300000, 0.000000, 9.000000, 6146283.085330, 1470890.329851, 5935.378492, 4.178614, 1.297735, 0.310566
1.300000, 0.000000, 11.000000, 7334468.332794, 1890126.252379, 1837.145272, 3.880412, 1.548611, 0.399084
1.600000, 0.000000, -2.000000, -1092851.050949, 911374.963511, -44860.781564, -1.199123, -0.152329, 0.127033
1.600000, 0.000000, -1.000000, -491404.494749, 877563.437312, -36281.555222, -0.559965, -0.068495, 0.122320
1.600000, 0.000000, 0.000000, 256883.716933, 862289.993765, -34925.420995, 0.297909, 0.035806, 0.120191
1.600000, 0.000000, 1.000000, 1062365.892710, 875293.189880, -28086.033138, 1.213726, 0.148079, 0.122004
1.600000, 0.000000, 2.000000, 1782417.109030, 909493.875003, -26028.642792, 1.959790, 0.248445, 0.126771
1.600000, 0.000000, 3.000000, 2536193.863218, 969254.136424, -26637.890117, 2.616645, 0.353511, 0.135101
1.600000, 0.000000, 5.000000, 3960207.170622, 1155987.588237, -22398.690333, 3.425822, 0.551999, 0.161129
1.600000, 0.000000, 7.000000, 5294201.441631, 1431540.988210, -19746.530067, 3.698253, 0.737940, 0.199537
1.600000, 0.000000, 9.000000, 6781368.678322, 1818651.526732, -25045.141984, 3.728789, 0.945230, 0.253495
1.600000, 0.000000, 11.000000, 8238776.214051, 2305182.588621, -26562.546286, 3.574023, 1.148373, 0.321311
2.000000, 0.000000, -2.000000, -1526097.224344, 1335687.072401, -73449.547434, -1.142556, -0.136139, 0.119153
2.000000, 0.000000, -1.000000, -597967.168052, 1282925.882973, -65232.359688, -0.466096, -0.053343, 0.114446
2.000000, 0.000000, 0.000000, 288151.633896, 1260012.248171, -55872.602406, 0.228690, 0.025705, 0.112402
2.000000, 0.000000, 1.000000, 1207910.369834, 1265546.059893, -48207.548428, 0.954458, 0.107754, 0.112896
2.000000, 0.000000, 2.000000, 2353351.511693, 1313996.577442, 2991.565645, 1.790988, 0.209936, 0.117218
2.000000, 0.000000, 3.000000, 3200868.339293, 1385971.128220, 5736.716900, 2.309477, 0.285541, 0.123639
2.000000, 0.000000, 5.000000, 4951979.581601, 1623994.167358, 14273.450211, 3.049259, 0.441753, 0.144872
2.000000, 0.000000, 7.000000, 6989212.612190, 2087204.945655, 729.120313, 3.348599, 0.623489, 0.186194
2.000000, 0.000000, 9.000000, 9166916.425656, 2670038.407217, 206.435557, 3.433253, 0.817756, 0.238187
2.000000, 0.000000, 11.000000, 10100795.996900, 3024097.289720, 17718.315922, 3.340103, 0.901065, 0.269771
