Mach, Beta, AOA, Lift, Drag, Moment, L/D, CL, CD
0.950000, 0.000000, 11.000000, 4809220.735897, 1137678.532662, 2511.032943, 4.227223, 1.901463, 0.449814
0.990000, 0.000000, -2.000000, -63985.910029, 369982.559631, -1104.200464, -0.172943, -0.023296, 0.134701
0.990000, 0.000000, -1.000000, 431695.858628, 355948.500906, 521.643403, 1.212804, 0.157169, 0.129592
0.990000, 0.000000, 0.000000, 911850.452157, 354824.509057, -880.655988, 2.569863, 0.331981, 0.129182
0.990000, 0.000000, 1.000000, 1380464.335086, 369636.624252, -2627.277808, 3.734652, 0.502591, 0.134575
0.990000, 0.000000, 2.000000, 1818090.727475, 398460.618948, -2667.787868, 4.562786, 0.661920, 0.145069
0.990000, 0.000000, 3.000000, 2214559.486076, 446387.351843, -1431.992240, 4.961071, 0.806264, 0.162518
0.990000, 0.000000, 5.000000, 2980179.497669, 577741.446967, 3752.071612, 5.158327, 1.085006, 0.210341
0.990000, 0.000000, 7.000000, 3728315.597343, 753608.279087, 3541.325183, 4.947286, 1.357383, 0.274369
0.990000, 0.000000, 9.000000, 4480930.156147, 970849.698672, 8894.522578, 4.615473, 1.631391, 0.353461
0.990000, 0.000000, 11.000000, 5175734.278136, 1248184.325833, 585.844918, 4.146611, 1.884351, 0.454432
1.000000, 0.000000, -2.000000, -71316.620911, 389102.228890, -708.714133, -0.183285, -0.025448, 0.138843
1.000000, 0.000000, -1.000000, 419129.140437, 372144.663756, -2954.531617, 1.126253, 0.149557, 0.132792
1.000000, 0.000000, 0.000000, 910265.449529, 372365.663162, -2707.400167, 2.444547, 0.324809, 0.132871
1.000000, 0.000000, 1.000000, 1389641.605943, 386385.107260, -6135.294853, 3.596520, 0.495865, 0.137873
1.000000, 0.000000, 2.000000, 1838836.629062, 413101.265343, -3121.365735, 4.451297, 0.656150, 0.147407
1.000000, 0.000000, 3.000000, 2256737.951833, 460906.167157, -993.852402, 4.896307, 0.805270, 0.164465
1.000000, 0.000000, 5.000000, 3035629.343425, 595702.024316, 3617.696165, 5.095886, 1.083201, 0.212564
1.000000, 0.000000, 7.000000, 3800815.596987, 771298.515446, 4776.310858, 4.927814, 1.356242, 0.275222
1.000000, 0.000000, 9.000000, 4561648.850170, 1001616.322773, 2300.077723, 4.554288, 1.627729, 0.357406
1.000000, 0.000000, 11.000000, 5279639.800135, 1270746.366699, 4542.022070, 4.154755, 1.883929, 0.453439
1.050000, 0.000000, -2.000000, -156630.449902, 444305.082498, -8909.729293, -0.352529, -0.050694, 0.143801
1.050000, 0.000000, -1.000000, 332903.413859, 421987.578791, -6982.166376, 0.788894, 0.107746, 0.136578
1.050000, 0.000000, 0.000000, 831393.489077, 421534.439325, -10823.637807, 1.972303, 0.269084, 0.136432
1.050000, 0.000000, 1.000000, 1354505.779507, 436685.205170, -4750.051524, 3.101790, 0.438392, 0.141335
1.050000, 0.000000, 2.000000, 1870071.526166, 466551.688999, -3959.396916, 4.008284, 0.605257, 0.151002
1.050000, 0.000000, 3.000000, 2371862.694989, 511263.591696, -1813.563772, 4.639217, 0.767664, 0.165473
1.050000, 0.000000, 5.000000, 3261899.647009, 649946.633079, -1916.787024, 5.018719, 1.055729, 0.210358
1.050000, 0.000000, 7.000000, 4123583.497738, 844628.527568, -1780.650543, 4.882127, 1.334616, 0.273368
1.050000, 0.000000, 9.000000, 5001725.024046, 1093418.114366, -1459.067469, 4.574394, 1.618831, 0.353890
1.050000, 0.000000, 11.000000, 5749948.743181, 1390207.085370, 6687.430064, 4.136038, 1.860997, 0.449947
1.300000, 0.000000, -2.000000, -839110.579164, 631693.154881, 9665.621094, -1.328352, -0.177171, 0.133377
1.300000, 0.000000, -1.000000, -203176.658735, 603463.488788, 11970.513589, -0.336684, -0.042899, 0.127416
1.300000, 0.000000, 0.000000, 442838.188903, 589646.031616, 13440.258337, 0.751024, 0.093502, 0.124499
1.300000, 0.000000, 1.000000, 1076316.837232, 606197.553805, 16737.162298, 1.775522, 0.227255, 0.127993
1.300000, 0.000000, 2.000000, 1731693.056900, 641786.699601, 18125.451251, 2.698238, 0.365632, 0.135508
1.300000, 0.000000, 3.000000, 2398693.061142, 691853.140764, 16611.447039, 3.467055, 0.506464, 0.146079
1.300000, 0.000000, 5.000000, 3701539.123975, 865381.622465, 2312.932206, 4.277349, 0.781548, 0.182718
1.300000, 0.000000, 7.000000, 4993470.942202, 1124089.640585, 1698.498879, 4.442236, 1.054329, 0.237342
1.300000, 0.000000, 9.000000, 6255391.987267, 1466504.246298, -10323.395549, 4.265512, 1.320773, 0.309640
1.300000, 0.000000, 11.000000, 7429356.733551, 1887740.975496, 2102.271253, 3.935581, 1.568645, 0.398580
1.600000, 0.000000, -2.000000, -1214926.879035, 883201.985836, -94.115664, -1.375593, -0.169344, 0.123106
1.600000, 0.000000, -1.000000, -480698.625198, 842742.929630, 5470.403987, -0.570398, -0.067003, 0.117467
1.600000, 0.000000, 0.000000, 300074.606829, 840676.076087, 21137.831513, 0.356944, 0.041826, 0.117179
1.600000, 0.000000, 1.000000, 1003022.032724, 855086.276286, 17875.200008, 1.173007, 0.139808, 0.119187
1.600000, 0.000000, 2.000000, 1724435.438712, 888077.851625, 17351.457985, 1.941762, 0.240363, 0.123786
1.600000, 0.000000, 3.000000, 2467240.385758, 938432.922256, 17314.092183, 2.629107, 0.343900, 0.130805
1.600000, 0.000000, 5.000000, 4076031.460863, 1128638.124693, 10385.466684, 3.611460, 0.568143, 0.157317
1.600000, 0.000000, 7.000000, 5598211.525206, 1427864.473772, 16350.691788, 3.920688, 0.780314, 0.199025
1.600000, 0.000000, 9.000000, 7109790.977365, 1837790.727453, 15273.495839, 3.868662, 0.991008, 0.256163
1.600000, 0.000000, 11.000000, 8235914.625160, 2295867.956224, 29818.055578, 3.587277, 1.147974, 0.320013
2.000000, 0.000000, -2.000000, -1650325.966719, 1321382.078002, -3071.708388, -1.248939, -0.147221, 0.117877
2.000000, 0.000000, -1.000000, -959458.621763, 1246188.463628, -11460.083023, -0.769915, -0.085591, 0.111169
2.000000, 0.000000, 0.000000, -33400.900320, 1217487.596907, -12172.068448, -0.027434, -0.002980, 0.108609
2.000000, 0.000000, 1.000000, 870980.625191, 1249204.755054, 2411.355288, 0.697228, 0.077698, 0.111438
2.000000, 0.000000, 2.000000, 1882807.337480, 1283534.117502, 2532.652365, 1.466893, 0.167960, 0.114501
2.000000, 0.000000, 3.000000, 2927618.378959, 1349043.049867, 6824.822180, 2.170145, 0.261165, 0.120344
2.000000, 0.000000, 5.000000, 4833053.614304, 1593734.875452, 13495.453279, 3.032533, 0.431144, 0.142173
2.000000, 0.000000, 7.000000, 6469089.509076, 1922380.659894, 17012.717721, 3.365145, 0.577090, 0.171490
2.000000, 0.000000, 9.000000, 8340523.783006, 2392204.409672, 32898.411550, 3.486543, 0.744035, 0.213402
2.000000, 0.000000, 11.000000, 10533279.889631, 3142437.731045, 20717.027163, 3.351945, 0.939645, 0.280328
